number,trial_id,id,url,is_nsfw,subject_id,trial_number,prompt,created_at,experiment_name,containsNSFW,filename,filepath,reference,trial_type,trial_code,curation,Experience,experiment_name1,Duration..in.seconds.,imagenumber,choice,cosine,nvariant,imvariant,aggregate_id
56,66f476af8fc41826ca81d205,66f476af8fc41826ca81d209,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ3_3.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ3,"fantasy dream land, oasis, pond in the bottom right corner with a waterfall, few palm trees, mountains in the background, gradient sky from blue to yellow, some colorful flowers too",2024-09-25T20:46:39Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ3_3.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,3,2,Artist_final,2373,4,FALSE,0.8967258813369422,NA,NA,NA
57,66f477198fc41826ca81d20a,66f477198fc41826ca81d20b,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ2_0.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ2,"cartoonish image of a tree with a head weaing glasses in a library, book laying on a table in front of this tree-character. The character is directly looking at viewer",2024-09-25T20:48:25Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ2_0.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,2,Artist_final,2373,1,FALSE,0.8749138712274525,NA,NA,NA
58,66f477198fc41826ca81d20a,66f477198fc41826ca81d20c,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ2_1.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ2,"cartoonish image of a tree with a head weaing glasses in a library, book laying on a table in front of this tree-character. The character is directly looking at viewer",2024-09-25T20:48:25Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ2_1.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,2,Artist_final,2373,2,FALSE,0.9042308990765154,NA,NA,NA
59,66f477198fc41826ca81d20a,66f477198fc41826ca81d20d,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ2_2.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ2,"cartoonish image of a tree with a head weaing glasses in a library, book laying on a table in front of this tree-character. The character is directly looking at viewer",2024-09-25T20:48:25Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ2_2.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,2,Artist_final,2373,3,FALSE,0.9057129885049507,NA,NA,NA
60,66f477198fc41826ca81d20a,66f477198fc41826ca81d20e,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ2_3.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ2,"cartoonish image of a tree with a head weaing glasses in a library, book laying on a table in front of this tree-character. The character is directly looking at viewer",2024-09-25T20:48:25Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ2_3.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,4,2,Artist_final,2373,4,TRUE,0.9090048531586187,NA,NA,NA
61,66f477988fc41826ca81d20f,66f477988fc41826ca81d210,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ5_0.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ5,"afro-american couple sitting on a bench in a street looking each other, great depth of field, blurry background. The woman is wearing a short yellow skirt, man an unbuttoned shirt",2024-09-25T20:50:32Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ5_0.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,2,Artist_final,2373,1,FALSE,0.7982600495120592,NA,NA,NA
62,66f477988fc41826ca81d20f,66f477988fc41826ca81d211,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ5_1.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ5,"afro-american couple sitting on a bench in a street looking each other, great depth of field, blurry background. The woman is wearing a short yellow skirt, man an unbuttoned shirt",2024-09-25T20:50:32Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ5_1.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,2,Artist_final,2373,2,TRUE,0.8035260265091484,NA,NA,NA
63,66f477988fc41826ca81d20f,66f477988fc41826ca81d212,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ5_2.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ5,"afro-american couple sitting on a bench in a street looking each other, great depth of field, blurry background. The woman is wearing a short yellow skirt, man an unbuttoned shirt",2024-09-25T20:50:32Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ5_2.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,2,Artist_final,2373,3,FALSE,0.8020022797333792,NA,NA,NA
64,66f477988fc41826ca81d20f,66f477988fc41826ca81d213,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ5_3.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ5,"afro-american couple sitting on a bench in a street looking each other, great depth of field, blurry background. The woman is wearing a short yellow skirt, man an unbuttoned shirt",2024-09-25T20:50:32Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ5_3.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,2,Artist_final,2373,4,FALSE,0.8072033469501293,NA,NA,NA
65,66f478188fc41826ca81d214,66f478188fc41826ca81d215,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ1_0.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ1,"Photograph of a medieval castle having been destroyed into a heap of dust mixed with sand from a desert, dark in the night, some stars visible, lots of people",2024-09-25T20:52:40Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ1_0.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,2,2,Artist_final,2373,1,FALSE,0.6879108699511693,NA,NA,NA
66,66f478188fc41826ca81d214,66f478188fc41826ca81d216,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ1_1.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ1,"Photograph of a medieval castle having been destroyed into a heap of dust mixed with sand from a desert, dark in the night, some stars visible, lots of people",2024-09-25T20:52:40Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ1_1.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,2,2,Artist_final,2373,2,TRUE,0.5943527103198759,NA,NA,NA
67,66f478188fc41826ca81d214,66f478188fc41826ca81d217,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ1_2.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ1,"Photograph of a medieval castle having been destroyed into a heap of dust mixed with sand from a desert, dark in the night, some stars visible, lots of people",2024-09-25T20:52:40Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ1_2.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,2,2,Artist_final,2373,3,FALSE,0.6582613158496234,NA,NA,NA
68,66f478188fc41826ca81d214,66f478188fc41826ca81d218,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_FaithfulQ1_3.png,FALSE,FS_2l6wXhS7TFhxbpA,FaithfulQ1,"Photograph of a medieval castle having been destroyed into a heap of dust mixed with sand from a desert, dark in the night, some stars visible, lots of people",2024-09-25T20:52:40Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_FaithfulQ1_3.png,results/FS_2l6wXhS7TFhxbpA_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,2,2,Artist_final,2373,4,FALSE,0.6323647228286587,NA,NA,NA
69,66f478638fc41826ca81d219,66f478638fc41826ca81d21a,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_0.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q1,"A photo of a gray classic Mini Cooper converted into a burning man sculpture, covered with slimy liquid, the car not really visible, rabbits eat carrots and drink tea",2024-09-25T20:53:55Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q1_0.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,2,2,Artist_final,2373,1,FALSE,0.7693024938667047,NA,NA,NA
70,66f478638fc41826ca81d219,66f478638fc41826ca81d21b,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_1.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q1,"A photo of a gray classic Mini Cooper converted into a burning man sculpture, covered with slimy liquid, the car not really visible, rabbits eat carrots and drink tea",2024-09-25T20:53:55Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q1_1.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,2,2,Artist_final,2373,2,TRUE,0.7299078815643274,NA,NA,NA
71,66f478638fc41826ca81d219,66f478638fc41826ca81d21c,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_2.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q1,"A photo of a gray classic Mini Cooper converted into a burning man sculpture, covered with slimy liquid, the car not really visible, rabbits eat carrots and drink tea",2024-09-25T20:53:55Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q1_2.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,2,2,Artist_final,2373,3,FALSE,0.7872051138850296,NA,NA,NA
72,66f478638fc41826ca81d219,66f478638fc41826ca81d21d,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_3.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q1,"A photo of a gray classic Mini Cooper converted into a burning man sculpture, covered with slimy liquid, the car not really visible, rabbits eat carrots and drink tea",2024-09-25T20:53:55Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q1_3.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,2,2,Artist_final,2373,4,FALSE,0.7370423188845833,NA,NA,NA
73,66f478b38fc41826ca81d21e,66f478b38fc41826ca81d21f,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_0.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q2,A cartoon landscape with trees on a tiny postcard in Manhattan being brushed to a sewer by a cleaner. Most important are the reflections on the skyscrapers,2024-09-25T20:55:15Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q2_0.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,2,Artist_final,2373,1,TRUE,0.7612558397433565,NA,NA,NA
74,66f478b38fc41826ca81d21e,66f478b38fc41826ca81d220,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_1.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q2,A cartoon landscape with trees on a tiny postcard in Manhattan being brushed to a sewer by a cleaner. Most important are the reflections on the skyscrapers,2024-09-25T20:55:15Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q2_1.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,2,Artist_final,2373,2,FALSE,0.7384326153653182,NA,NA,NA
75,66f478b38fc41826ca81d21e,66f478b38fc41826ca81d221,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_2.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q2,A cartoon landscape with trees on a tiny postcard in Manhattan being brushed to a sewer by a cleaner. Most important are the reflections on the skyscrapers,2024-09-25T20:55:15Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q2_2.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,2,Artist_final,2373,3,FALSE,0.7361706893799651,NA,NA,NA
76,66f478b38fc41826ca81d21e,66f478b38fc41826ca81d222,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_3.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q2,A cartoon landscape with trees on a tiny postcard in Manhattan being brushed to a sewer by a cleaner. Most important are the reflections on the skyscrapers,2024-09-25T20:55:15Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q2_3.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,1,2,Artist_final,2373,4,FALSE,0.7168816137951661,NA,NA,NA
77,66f479258fc41826ca81d223,66f479258fc41826ca81d224,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_0.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q3,Painting of a penguin which is packed in a gift paper for grandmothers 100th birthday. The celebration happens in Hawai in a coctail bar. It's a photograph.,2024-09-25T20:57:09Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q3_0.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,2,2,Artist_final,2373,1,FALSE,0.7366654356614013,NA,NA,NA
78,66f479258fc41826ca81d223,66f479258fc41826ca81d225,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_1.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q3,Painting of a penguin which is packed in a gift paper for grandmothers 100th birthday. The celebration happens in Hawai in a coctail bar. It's a photograph.,2024-09-25T20:57:09Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q3_1.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,2,2,Artist_final,2373,2,TRUE,0.7232697850499323,NA,NA,NA
79,66f479258fc41826ca81d223,66f479258fc41826ca81d226,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_2.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q3,Painting of a penguin which is packed in a gift paper for grandmothers 100th birthday. The celebration happens in Hawai in a coctail bar. It's a photograph.,2024-09-25T20:57:09Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q3_2.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,2,2,Artist_final,2373,3,FALSE,0.7658553518443969,NA,NA,NA
80,66f479258fc41826ca81d223,66f479258fc41826ca81d227,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_3.png,FALSE,FS_2l6wXhS7TFhxbpA,Aesthetics Q3,Painting of a penguin which is packed in a gift paper for grandmothers 100th birthday. The celebration happens in Hawai in a coctail bar. It's a photograph.,2024-09-25T20:57:09Z,Artist_final,0,FS_2l6wXhS7TFhxbpA_Aesthetics Q3_3.png,results/FS_2l6wXhS7TFhxbpA_Aesthetics Q3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,2,2,Artist_final,2373,4,FALSE,0.7993993895686844,NA,NA,NA
89,66f51e218fc41826ca81d232,66f51e218fc41826ca81d233,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ3_0.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ3,"prehistoric earth with palm trees and water wall and small lake with mountains in the background, evening light",2024-09-26T08:41:05Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ3_0.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,3,4,Artist_final,946,1,FALSE,0.787803304672589,NA,NA,NA
90,66f51e218fc41826ca81d232,66f51e218fc41826ca81d234,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ3_1.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ3,"prehistoric earth with palm trees and water wall and small lake with mountains in the background, evening light",2024-09-26T08:41:05Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ3_1.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,3,4,Artist_final,946,2,FALSE,0.7616584079999871,NA,NA,NA
91,66f51e218fc41826ca81d232,66f51e218fc41826ca81d235,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ3_2.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ3,"prehistoric earth with palm trees and water wall and small lake with mountains in the background, evening light",2024-09-26T08:41:05Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ3_2.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,3,4,Artist_final,946,3,TRUE,0.8013276805622008,NA,NA,NA
92,66f51e218fc41826ca81d232,66f51e218fc41826ca81d236,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ3_3.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ3,"prehistoric earth with palm trees and water wall and small lake with mountains in the background, evening light",2024-09-26T08:41:05Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ3_3.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,3,4,Artist_final,946,4,FALSE,0.8501852539494231,NA,NA,NA
93,66f51e5c8fc41826ca81d237,66f51e5c8fc41826ca81d238,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ4_0.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ4,"oil painting with apples in the wooden basket and four apples on the table
",2024-09-26T08:42:04Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ4_0.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,4,Artist_final,946,1,FALSE,0.8736166811025857,NA,NA,NA
94,66f51e5c8fc41826ca81d237,66f51e5c8fc41826ca81d239,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ4_1.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ4,"oil painting with apples in the wooden basket and four apples on the table
",2024-09-26T08:42:04Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ4_1.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,4,Artist_final,946,2,TRUE,0.8715634396153167,NA,NA,NA
95,66f51e5c8fc41826ca81d237,66f51e5c8fc41826ca81d23a,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ4_2.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ4,"oil painting with apples in the wooden basket and four apples on the table
",2024-09-26T08:42:04Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ4_2.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,4,Artist_final,946,3,FALSE,0.8835675268499649,NA,NA,NA
96,66f51e5c8fc41826ca81d237,66f51e5c8fc41826ca81d23b,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ4_3.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ4,"oil painting with apples in the wooden basket and four apples on the table
",2024-09-26T08:42:04Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ4_3.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,4,Artist_final,946,4,FALSE,0.8798539068219792,NA,NA,NA
97,66f51ea88fc41826ca81d23c,66f51ea88fc41826ca81d23d,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ5_0.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ5,"man and a woman sitting on a bench looking each other. man has a blue shirt and woman a short yellow dress. the skin color is brown
",2024-09-26T08:43:20Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ5_0.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,3,4,Artist_final,946,1,FALSE,0.7671866107318464,NA,NA,NA
98,66f51ea88fc41826ca81d23c,66f51ea88fc41826ca81d23e,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ5_1.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ5,"man and a woman sitting on a bench looking each other. man has a blue shirt and woman a short yellow dress. the skin color is brown
",2024-09-26T08:43:20Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ5_1.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,3,4,Artist_final,946,2,FALSE,0.67090010068782,NA,NA,NA
99,66f51ea88fc41826ca81d23c,66f51ea88fc41826ca81d23f,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ5_2.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ5,"man and a woman sitting on a bench looking each other. man has a blue shirt and woman a short yellow dress. the skin color is brown
",2024-09-26T08:43:20Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ5_2.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,3,4,Artist_final,946,3,TRUE,0.7616035158201786,NA,NA,NA
100,66f51ea88fc41826ca81d23c,66f51ea88fc41826ca81d240,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ5_3.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ5,"man and a woman sitting on a bench looking each other. man has a blue shirt and woman a short yellow dress. the skin color is brown
",2024-09-26T08:43:20Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ5_3.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,3,4,Artist_final,946,4,FALSE,0.7123971299865219,NA,NA,NA
101,66f51ee58fc41826ca81d241,66f51ee58fc41826ca81d242,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8NCyh8Qk04E9nH0_FaithfulQ2_0.png,FALSE,FS_8NCyh8Qk04E9nH0,FaithfulQ2,cartoon image of a tree in a library smiling and wearing glasses with a book open in front of him,2024-09-26T08:44:21Z,Artist_final,0,FS_8NCyh8Qk04E9nH0_FaithfulQ2_0.png,results/FS_8NCyh8Qk04E9nH0_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,4,Artist_final,946,1,TRUE,0.9525715241021744,NA,NA,NA
